87658, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, CIRCONSCRIPTION 1ER DEGRE IEN AIX VALLEE DE L'ARC (0133000R), REF - Enseignant 1e degré référent, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 0
84921, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE ELEMENTAIRE PUBLIQUE CAPELETTE (0130543V), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 1
84922, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE ELEMENTAIRE PUBLIQUE CAPELETTE (0130543V), ULEC - Ulis école, G0176 - Ulis ue troubles fonctions cognitives, 0, 0, Non, 1, 0, 0
85326, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE ELEMENTAIRE PUBLIQUE CAPELETTE MIREILLE LAUZE (0130700R), DE - Directeur d'école, D0000 - Direction, 13, 0, Non, 1, 0, 0
85327, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE ELEMENTAIRE PUBLIQUE CAPELETTE MIREILLE LAUZE (0130700R), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 11, 0, 0
85328, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE ELEMENTAIRE PUBLIQUE CAPELETTE MIREILLE LAUZE (0130700R), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
85329, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE ELEMENTAIRE PUBLIQUE CAPELETTE MIREILLE LAUZE (0130700R), TS - Titulaire de secteur, G0000 - Sans spécialité, 0, 0, Non, 12, 0, 1
86527, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE CHANTEPERDRIX (0131642P), DE - Directeur d'école, D0000 - Direction, 7, 0, Non, 1, 0, 1
86528, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE CHANTEPERDRIX (0131642P), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 6, 0, 0
86293, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE CHATEAU SAINT CYR (0131243F), DE - Directeur d'école, D0000 - Direction, 11, 1, Non, 1, 0, 0
86294, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE CHATEAU SAINT CYR (0131243F), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 9, 0, 0
86295, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE CHATEAU SAINT CYR (0131243F), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 0
86296, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE CHATEAU SAINT CYR (0131243F), ULEC - Ulis école, G0177 - Ulis ue troubles fonctions motrices et maladies invalidantes, 0, 0, Non, 1, 0, 0
85062, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE ELEMENTAIRE PUBLIQUE MENPENTI (0130589V), DE - Directeur d'école, D0000 - Direction, 11, 0, Non, 1, 0, 0
110665, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE ELEMENTAIRE PUBLIQUE MENPENTI (0130589V), ECEL - Enseignant classe élémentaire, G0106 - Classe expérimentale méthodes pédagogiques, 0, 0, Non, 10, 0, 1
85118, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE PONT DE VIVAUX SACCOMAN (0130609S), DE - Directeur d'école, D0000 - Direction, 19, 1, Non, 1, 0, 0
85119, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE PONT DE VIVAUX SACCOMAN (0130609S), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 16, 0, 1
85120, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE PONT DE VIVAUX SACCOMAN (0130609S), ECEL - Enseignant classe élémentaire, G0421 - Allemand, 0, 0, Non, 1, 0, 0
85121, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE PONT DE VIVAUX SACCOMAN (0130609S), RASE - Réseau d'aide à dominante, G0173 - Rased aide à dominante pédagogique, 0, 0, Non, 1, 0, 1
85122, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE PONT DE VIVAUX SACCOMAN (0130609S), ULEC - Ulis école, G0176 - Ulis ue troubles fonctions cognitives, 0, 0, Non, 1, 0, 1
85414, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE SAINT LOUP CASTEL JOLI (0130801A), DE - Directeur d'école, D0000 - Direction, 6, 0, Non, 1, 0, 0
110677, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE SAINT LOUP CASTEL JOLI (0130801A), ECEL - Enseignant classe élémentaire, G0106 - Classe expérimentale méthodes pédagogiques, 0, 0, Non, 5, 0, 2
85416, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE SAINT LOUP CASTEL JOLI (0130801A), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 0
85417, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE SAINT LOUP CASTEL JOLI (0130801A), TS - Titulaire de secteur, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
86743, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE SAINT LOUP CENTRE (0132175U), DE - Directeur d'école, D0000 - Direction, 8, 0, Non, 1, 0, 0
86744, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE SAINT LOUP CENTRE (0132175U), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 7, 0, 0
86745, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE SAINT LOUP CENTRE (0132175U), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
85222, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE SAINT LOUP GABRIEL FAURE (0130644E), DE - Directeur d'école, D0000 - Direction, 4, 0, Non, 1, 0, 0
85223, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE SAINT LOUP GABRIEL FAURE (0130644E), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 3, 0, 0
85224, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE SAINT LOUP GABRIEL FAURE (0130644E), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
85225, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE SAINT LOUP GABRIEL FAURE (0130644E), TS - Titulaire de secteur, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
85262, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE ELEMENTAIRE PUBLIQUE TIMONE (LA) (0130658V), DE - Directeur d'école, D0000 - Direction, 7, 0, Non, 1, 0, 0
110671, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE ELEMENTAIRE PUBLIQUE TIMONE (LA) (0130658V), ECEL - Enseignant classe élémentaire, G0106 - Classe expérimentale méthodes pédagogiques, 0, 0, Non, 5, 0, 0
85264, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE ELEMENTAIRE PUBLIQUE TIMONE (LA) (0130658V), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
85272, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE TROIS PONTS (LES) (0130661Y), DE - Directeur d'école, D0000 - Direction, 6, 0, Non, 1, 0, 0
85273, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE TROIS PONTS (LES) (0130661Y), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 4, 0, 0
85274, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE TROIS PONTS (LES) (0130661Y), ECEL - Enseignant classe élémentaire, G0421 - Allemand, 0, 0, Non, 1, 0, 0
85275, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE TROIS PONTS (LES) (0130661Y), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
85499, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE MATERNELLE PUBLIQUE CAPELETTE (0130856K), DE - Directeur d'école, D0000 - Direction, 6, 0, Non, 1, 0, 0
110679, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE MATERNELLE PUBLIQUE CAPELETTE (0130856K), ECMA - Enseignant classe préélémentaire, G0106 - Classe expérimentale méthodes pédagogiques, 0, 0, Non, 5, 0, 0
85501, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE MATERNELLE PUBLIQUE CAPELETTE (0130856K), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 1
86344, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE MATERNELLE PUBLIQUE CAPELETTE MIREILLE LAUZE (0131279V), DE - Directeur d'école, D0000 - Direction, 8, 0, Non, 1, 0, 0
86345, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE MATERNELLE PUBLIQUE CAPELETTE MIREILLE LAUZE (0131279V), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 6, 0, 0
86346, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE MATERNELLE PUBLIQUE CAPELETTE MIREILLE LAUZE (0131279V), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
86859, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE MATERNELLE PUBLIQUE CHANTEPERDRIX (0132270X), DE - Directeur d'école, D0000 - Direction, 4, 0, Non, 1, 0, 0
86861, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE MATERNELLE PUBLIQUE CHANTEPERDRIX (0132270X), ECMA - Enseignant classe préélémentaire, G0422 - Anglais, 0, 0, Non, 2, 0, 0
110719, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE MATERNELLE PUBLIQUE CHANTEPERDRIX (0132270X), ECMA - Enseignant classe préélémentaire, G0106 - Classe expérimentale méthodes pédagogiques, 0, 0, Non, 1, 0, 0
87513, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE MATERNELLE PUBLIQUE CHATEAU SAINT CYR (0132756A), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 3, 0, 0
85579, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE MATERNELLE PUBLIQUE MENPENTI (0130892Z), DE - Directeur d'école, D0000 - Direction, 8, 0, Non, 1, 0, 0
110682, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE MATERNELLE PUBLIQUE MENPENTI (0130892Z), ECMA - Enseignant classe préélémentaire, G0106 - Classe expérimentale méthodes pédagogiques, 0, 0, Non, 7, 0, 1
85581, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE MATERNELLE PUBLIQUE MENPENTI (0130892Z), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 0
85628, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE MATERNELLE PUBLIQUE PONT DE VIVAUX SACCOMAN (0130915Z), DE - Directeur d'école, D0000 - Direction, 10, 0, Non, 1, 0, 0
85629, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE MATERNELLE PUBLIQUE PONT DE VIVAUX SACCOMAN (0130915Z), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 9, 0, 0
85691, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE MATERNELLE PUBLIQUE SAINT LOUP CASTEL JOLI (0130939A), DE - Directeur d'école, D0000 - Direction, 4, 0, Non, 1, 0, 0
85692, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE MATERNELLE PUBLIQUE SAINT LOUP CASTEL JOLI (0130939A), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 3, 0, 0
86862, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE MATERNELLE PUBLIQUE SAINT LOUP CENTRE (0132271Y), DE - Directeur d'école, D0000 - Direction, 5, 0, Non, 1, 0, 1
86863, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE MATERNELLE PUBLIQUE SAINT LOUP CENTRE (0132271Y), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 4, 0, 0
86864, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE MATERNELLE PUBLIQUE SAINT LOUP CENTRE (0132271Y), TS - Titulaire de secteur, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
86312, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE MATERNELLE PUBLIQUE SAINT THYS (0131252R), DE - Directeur d'école, D0000 - Direction, 2, 0, Non, 1, 0, 1
86313, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE MATERNELLE PUBLIQUE SAINT THYS (0131252R), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
87051, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE MATERNELLE PUBLIQUE TIMONE (LA) (0132431X), DE - Directeur d'école, D0000 - Direction, 4, 0, Non, 1, 0, 0
110722, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE MATERNELLE PUBLIQUE TIMONE (LA) (0132431X), ECMA - Enseignant classe préélémentaire, G0106 - Classe expérimentale méthodes pédagogiques, 0, 0, Non, 3, 0, 0
87053, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE MATERNELLE PUBLIQUE TIMONE (LA) (0132431X), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
86622, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE MATERNELLE PUBLIQUE TROIS PONTS (LES) (0131857Y), DE - Directeur d'école, D0000 - Direction, 4, 0, Non, 1, 0, 0
86623, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE MATERNELLE PUBLIQUE TROIS PONTS (LES) (0131857Y), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 1
87991, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE PRIMAIRE PUBLIQUE CAPELETTE CAP EST (0133896P), DE - Directeur d'école, D0000 - Direction, 9, 0, Non, 1, 0, 0
87992, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE PRIMAIRE PUBLIQUE CAPELETTE CAP EST (0133896P), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 5, 0, 0
87993, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE PRIMAIRE PUBLIQUE CAPELETTE CAP EST (0133896P), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 3, 0, 0
87994, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE PRIMAIRE PUBLIQUE CAPELETTE CAP EST (0133896P), TS - Titulaire de secteur, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
86962, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE PRIMAIRE PUBLIQUE SAINT TRONC CASTEL ROC (0132352L), DE - Directeur d'école, D0000 - Direction, 18, 0, Non, 1, 0, 0
86963, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE PRIMAIRE PUBLIQUE SAINT TRONC CASTEL ROC (0132352L), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 10, 0, 0
86964, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE PRIMAIRE PUBLIQUE SAINT TRONC CASTEL ROC (0132352L), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 7, 0, 0
86965, MARSEILLE 10, 0131301U - MARSEILLE CAPELETTE, ECOLE PRIMAIRE PUBLIQUE SAINT TRONC CASTEL ROC (0132352L), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 3, 0, 0
85254, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE PRIMAIRE PUBLIQUE SAUVAGERE (LA) (0130655S), DE - Directeur d'école, D0000 - Direction, 15, 1, Non, 1, 0, 0
85255, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE PRIMAIRE PUBLIQUE SAUVAGERE (LA) (0130655S), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 7, 0, 0
85256, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE PRIMAIRE PUBLIQUE SAUVAGERE (LA) (0130655S), ECMA - Enseignant classe préélémentaire, G0000 - Sans spécialité, 0, 0, Non, 6, 0, 0
85257, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE PRIMAIRE PUBLIQUE SAUVAGERE (LA) (0130655S), IEEL - Unité pédagogique élève allophone arrivant, G0163 - Accueil primo arrivants, 0, 0, Non, 1, 0, 0
85258, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE PRIMAIRE PUBLIQUE SAUVAGERE (LA) (0130655S), RASE - Réseau d'aide à dominante, G0173 - Rased aide à dominante pédagogique, 0, 0, Non, 1, 0, 1
85259, MARSEILLE 10, 0131302V - MARSEILLE HUVEAUNE, ECOLE PRIMAIRE PUBLIQUE SAUVAGERE (LA) (0130655S), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 0
85743, MARSEILLE 10, 0131850R - ASH-EST, ETABLISSEMENT POUR DEF.MOTEURS SAINT-THYS (0130962A), DSPE - Compensation directeur école spécialisée, G0177 - Ulis ue troubles fonctions motrices et maladies invalidantes, 7, 7, Non, 1, 0, 1
85744, MARSEILLE 10, 0131850R - ASH-EST, ETABLISSEMENT POUR DEF.MOTEURS SAINT-THYS (0130962A), UEE - Unité d'enseignement élémentaire, G0177 - Ulis ue troubles fonctions motrices et maladies invalidantes, 0, 0, Non, 6, 0, 0
88038, MARSEILLE 10, 0131850R - ASH-EST, SEGPA CLG LOUISE MICHEL (0134023C), ISES - Enseignant 1er degré de segpa, G0170 - Enseigner en segpa ou en erea, 0, 0, Non, 5, 0, 1
87031, MARSEILLE 11, 0131850R - ASH-EST, COLLEGE CHATEAU FORBIN (0132401P), REF - Enseignant 1e degré référent, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
87032, MARSEILLE 11, 0133088L - ASH- MARSEILLE, COLLEGE RUISSATEL (LE) (0132402R), REF - Enseignant 1e degré référent, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
87039, MARSEILLE 11, 0131303W - MARSEILLE SAINT BARNABE, ECOLE ELEMENTAIRE PUBLIQUE AIR BEL (0132428U), DE - Directeur d'école, D0000 - Direction, 16, 1, Non, 1, 0, 1
87040, MARSEILLE 11, 0131303W - MARSEILLE SAINT BARNABE, ECOLE ELEMENTAIRE PUBLIQUE AIR BEL (0132428U), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 14, 0, 4
87041, MARSEILLE 11, 0131303W - MARSEILLE SAINT BARNABE, ECOLE ELEMENTAIRE PUBLIQUE AIR BEL (0132428U), IEEL - Unité pédagogique élève allophone arrivant, G0163 - Accueil primo arrivants, 0, 0, Non, 1, 0, 0
87042, MARSEILLE 11, 0131303W - MARSEILLE SAINT BARNABE, ECOLE ELEMENTAIRE PUBLIQUE AIR BEL (0132428U), RASE - Réseau d'aide à dominante, G0173 - Rased aide à dominante pédagogique, 0, 0, Non, 1, 0, 0
84850, MARSEILLE 11, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE BARASSE (LA) (0130521W), DE - Directeur d'école, D0000 - Direction, 6, 0, Non, 1, 0, 0
84851, MARSEILLE 11, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE BARASSE (LA) (0130521W), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 4, 0, 0
84852, MARSEILLE 11, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE BARASSE (LA) (0130521W), ECEL - Enseignant classe élémentaire, G0421 - Allemand, 0, 0, Non, 1, 0, 0
84853, MARSEILLE 11, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE BARASSE (LA) (0130521W), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 3, 0, 0
84902, MARSEILLE 11, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE CAMOINS (LES) (0130539R), DE - Directeur d'école, D0000 - Direction, 7, 0, Non, 1, 0, 0
84903, MARSEILLE 11, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE CAMOINS (LES) (0130539R), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 5, 0, 0
84934, MARSEILLE 11, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE CITE MICHELIS 1 (0130551D), DE - Directeur d'école, D0000 - Direction, 7, 0, Non, 1, 0, 1
84935, MARSEILLE 11, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE CITE MICHELIS 1 (0130551D), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 5, 0, 0
84936, MARSEILLE 11, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE CITE MICHELIS 1 (0130551D), ECEL - Enseignant classe élémentaire, G0421 - Allemand, 0, 0, Non, 1, 0, 0
84937, MARSEILLE 11, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE CITE MICHELIS 1 (0130551D), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
85337, MARSEILLE 11, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE CITE MICHELIS 2 (0130706X), DE - Directeur d'école, D0000 - Direction, 8, 0, Non, 1, 0, 0
85338, MARSEILLE 11, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE CITE MICHELIS 2 (0130706X), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 6, 0, 0
85339, MARSEILLE 11, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE CITE MICHELIS 2 (0130706X), ECEL - Enseignant classe élémentaire, G0421 - Allemand, 0, 0, Non, 1, 0, 0
85340, MARSEILLE 11, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE CITE MICHELIS 2 (0130706X), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 0
86475, MARSEILLE 11, 0131301U - MARSEILLE CAPELETTE, ECOLE ELEMENTAIRE PUBLIQUE GROGNARDE (LA) (0131595N), DE - Directeur d'école, D0000 - Direction, 11, 0, Non, 1, 0, 0
86476, MARSEILLE 11, 0131301U - MARSEILLE CAPELETTE, ECOLE ELEMENTAIRE PUBLIQUE GROGNARDE (LA) (0131595N), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 10, 0, 1
86477, MARSEILLE 11, 0131301U - MARSEILLE CAPELETTE, ECOLE ELEMENTAIRE PUBLIQUE GROGNARDE (LA) (0131595N), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 1
85067, MARSEILLE 11, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE MILLIERE (LA) (0130591X), DE - Directeur d'école, D0000 - Direction, 7, 0, Non, 1, 0, 0
85068, MARSEILLE 11, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE MILLIERE (LA) (0130591X), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 6, 0, 0
85069, MARSEILLE 11, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE MILLIERE (LA) (0130591X), RASE - Réseau d'aide à dominante, G0173 - Rased aide à dominante pédagogique, 0, 0, Non, 1, 0, 0
85070, MARSEILLE 11, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE MILLIERE (LA) (0130591X), TS - Titulaire de secteur, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 1
87341, MARSEILLE 11, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE NEREIDES (LES) (0132605L), DE - Directeur d'école, D0000 - Direction, 8, 0, Non, 1, 0, 0
87342, MARSEILLE 11, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE NEREIDES (LES) (0132605L), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 5, 0, 0
87343, MARSEILLE 11, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE NEREIDES (LES) (0132605L), ECEL - Enseignant classe élémentaire, G0429 - Italien, 0, 0, Non, 1, 0, 0
110726, MARSEILLE 11, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE NEREIDES (LES) (0132605L), ECEL - Enseignant classe élémentaire, G0120 - Classe de lecture, 0, 0, Non, 1, 0, 1
87344, MARSEILLE 11, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE NEREIDES (LES) (0132605L), RASE - Réseau d'aide à dominante, G0173 - Rased aide à dominante pédagogique, 0, 0, Non, 1, 0, 0
85384, MARSEILLE 11, 0131302V - MARSEILLE HUVEAUNE, ECOLE ELEMENTAIRE PUBLIQUE POMME HECKEL (0130766M), DE - Directeur d'école, D0000 - Direction, 6, 0, Non, 1, 0, 0
